diameter,weight,red,green,blue,name
601,4469,44,44,0,1
602,4469,60,43,18,1
602,4473,51,35,10,1
603,4474,40,43,5,1
603,4478,47,49,0,1
604,4481,27,52,3,1
604,4487,43,40,11,1
605,4491,52,48,9,1
608,4492,37,46,4,1
608,4497,24,51,0,1
609,4502,53,53,0,1
609,4504,44,55,0,1
609,4512,53,55,2,1
610,4517,30,50,7,1
610,4521,47,56,0,1
611,4543,41,42,10,1
611,4545,54,46,0,1
612,4550,32,54,0,1
612,4553,54,38,0,1
613,4569,39,43,14,1
613,4579,48,54,12,1
614,4606,36,44,6,1
615,4608,44,65,10,1
615,4637,25,56,20,1
616,4639,26,51,1,1
617,4641,64,59,0,1
618,4642,45,61,0,1
618,4650,31,45,0,1
618,4657,28,50,0,1
619,4660,52,57,0,1
620,4662,37,38,0,1
620,4671,37,45,0,1
621,4680,47,49,2,1
622,4682,39,41,7,1
623,4690,30,40,9,1
624,4691,53,61,9,1
625,4703,44,61,0,1
628,4712,41,45,1,1
628,4719,22,41,16,1
629,4721,36,33,15,1
630,4738,27,43,13,1
632,4769,32,25,0,1
632,4784,47,52,0,1
632,4790,49,43,16,1
632,4807,40,46,0,1
634,4816,44,52,0,1
637,4837,55,46,0,1
637,4843,44,46,5,1
637,4888,43,45,11,1
639,4909,52,62,8,1
641,4912,28,56,22,1
643,4920,49,38,0,1
643,4935,35,30,1,1
644,4962,34,44,2,1
644,4963,47,55,0,1
646,5000,28,47,6,1
648,5009,61,65,0,1
648,5017,43,51,7,1
654,5038,26,39,2,1
656,5059,24,55,4,1
656,5079,53,68,0,1
657,5144,36,34,17,1
659,5194,37,35,0,1
659,5251,43,41,9,1
660,5340,50,30,0,1
664,5349,44,56,3,1
669,5356,56,36,15,1
672,5422,43,36,15,1
676,5427,23,54,6,1
680,5431,24,62,0,1
683,5499,48,39,0,1
700,5562,53,50,16,1
700,5747,36,50,0,1
701,5773,27,48,0,1
701,5982,54,54,1,1
707,5984,51,41,14,1
734,6030,27,42,2,1
754,6422,43,52,3,1
766,6441,42,51,15,1
242,374,34,39,22,0
248,647,34,8,13,0
251,738,34,19,19,0
256,739,34,40,13,0
263,806,33,42,18,0
273,847,28,46,24,0
284,917,18,50,24,0
290,944,32,24,20,0
297,1000,26,46,5,0
298,1041,27,30,28,0
298,1160,33,28,14,0
300,1271,41,48,19,0
303,1315,26,49,8,0
303,1374,33,48,17,0
308,1377,52,51,40,0
309,1381,42,36,14,0
315,1385,17,39,19,0
315,1391,38,45,10,0
316,1394,21,36,16,0
316,1411,40,32,20,0
324,1432,25,19,0,0
326,1446,32,53,21,0
329,1452,41,45,31,0
329,1457,31,33,10,0
330,1472,32,56,26,0
330,1493,46,40,3,0
332,1500,55,37,4,0
333,1546,37,52,9,0
338,1561,30,47,38,0
338,1572,26,23,9,0
340,1577,21,35,16,0
343,1578,29,32,29,0
344,1609,42,35,34,0
345,1624,37,39,15,0
345,1625,27,27,17,0
346,1637,46,27,22,0
346,1651,36,28,4,0
347,1666,37,43,30,0
347,1668,52,35,11,0
348,1672,38,48,34,0
348,1676,31,23,8,0
350,1699,15,45,22,0
352,1701,35,46,1,0
353,1703,32,39,20,0
353,1708,36,50,10,0
354,1713,38,18,39,0
355,1737,30,43,11,0
355,1779,27,34,11,0
357,1793,37,36,8,0
358,1801,34,37,22,0
358,1804,42,18,9,0
359,1819,38,39,21,0
359,1821,22,16,12,0
359,1827,31,38,3,0
360,1837,38,24,4,0
360,1843,23,29,2,0
360,1845,41,37,10,0
360,1846,28,34,20,0
361,1868,35,34,9,0
363,1876,29,38,19,0
363,1905,23,43,9,0
363,1913,35,32,27,0
364,1914,35,35,30,0
364,1920,20,23,4,0
365,1925,50,13,3,0
365,1928,45,18,11,0
365,1930,43,32,16,0
367,1932,39,40,18,0
367,1933,16,26,13,0
368,1939,64,37,15,0
369,1940,34,32,0,0
369,1963,39,20,16,0
369,1966,35,33,5,0
370,1983,31,35,15,0
371,1988,27,52,0,0
371,1990,33,42,22,0
371,2004,33,33,7,0
372,2006,34,6,16,0
372,2007,38,31,13,0
374,2011,41,45,17,0
375,2014,39,32,1,0
375,2015,36,36,9,0
375,2017,30,29,6,0
376,2024,30,40,5,0
379,2039,27,24,9,0
380,2040,34,43,0,0
381,2046,29,40,15,0
381,2048,32,34,9,0
381,2056,23,35,13,0
382,2056,12,35,19,0
382,2065,34,26,23,0
382,2069,37,54,14,0
382,2094,37,43,22,0
382,2098,36,33,13,0
384,2118,41,15,9,0
384,2119,56,40,28,0
385,2123,28,32,8,0
385,2127,32,6,9,0
385,2142,30,33,2,0
385,2145,38,32,2,0
385,2147,33,39,19,0
385,2154,29,35,17,0
386,2158,40,45,24,0
386,2159,46,36,3,0
386,2161,50,42,8,0
386,2162,35,47,2,0
387,2164,48,50,7,0
387,2175,31,39,19,0
387,2177,44,55,15,0
388,2187,23,40,4,0
388,2190,30,35,0,0
388,2190,30,44,0,0
388,2195,40,40,23,0
388,2200,45,23,12,0
389,2206,33,47,29,0
389,2207,27,36,21,0
389,2208,26,20,25,0
389,2210,33,32,11,0
389,2211,43,21,4,0
390,2214,37,24,22,0
390,2221,32,39,22,0
390,2226,28,36,18,0
390,2241,46,36,21,0
390,2249,29,44,20,0
391,2250,45,20,19,0
391,2258,29,32,13,0
391,2260,43,27,0,0
391,2261,30,15,39,0
391,2262,32,36,16,0
392,2264,25,34,11,0
392,2268,37,53,3,0
392,2272,28,30,16,0
392,2273,37,45,9,0
392,2277,27,40,38,0
392,2286,27,45,11,0
393,2295,34,28,15,0
394,2301,37,24,21,0
394,2308,32,18,8,0
394,2312,39,36,10,0
394,2313,39,37,15,0
395,2314,51,46,2,0
396,2316,30,35,0,0
396,2317,57,49,6,0
396,2330,15,40,17,0
396,2335,41,45,11,0
397,2342,49,32,8,0
397,2343,47,41,19,0
397,2351,21,34,0,0
397,2353,42,39,19,0
398,2356,25,46,15,0
398,2359,41,32,32,0
398,2361,28,23,20,0
398,2363,17,23,25,0
399,2363,47,38,13,0
399,2366,41,28,19,0
399,2370,22,38,6,0
399,2376,47,26,10,0
401,2378,42,33,13,0
402,2379,44,44,20,0
402,2382,36,38,3,0
402,2384,43,34,4,0
402,2384,22,47,12,0
402,2387,35,20,19,0
402,2389,27,33,17,0
403,2402,34,35,18,0
403,2404,51,26,1,0
404,2407,35,29,0,0
404,2408,14,44,9,0
405,2412,27,38,27,0
405,2420,41,49,20,0
405,2423,33,43,17,0
405,2424,23,38,6,0
405,2428,16,27,24,0
406,2430,43,30,11,0
406,2436,36,30,31,0
406,2439,30,23,14,0
407,2442,33,34,27,0
407,2444,25,30,6,0
407,2446,26,25,34,0
407,2449,28,40,13,0
408,2451,41,45,20,0
408,2453,46,34,11,0
408,2456,48,38,0,0
408,2461,36,31,0,0
409,2464,16,39,27,0
409,2464,28,33,2,0
409,2467,20,16,17,0
409,2468,21,26,22,0
409,2472,38,42,19,0
410,2485,51,44,20,0
410,2488,34,43,12,0
411,2488,43,34,26,0
411,2489,28,48,14,0
411,2507,43,28,0,0
411,2511,45,23,33,0
411,2512,22,23,15,0
411,2514,39,41,0,0
411,2514,54,60,1,0
411,2515,31,52,9,0
412,2520,30,22,5,0
412,2523,39,40,14,0
412,2523,37,33,24,0
413,2529,47,50,22,0
413,2532,37,45,12,0
413,2534,35,21,12,0
413,2537,40,7,0,0
414,2538,33,48,0,0
414,2543,32,45,15,0
414,2546,30,53,30,0
414,2550,22,55,10,0
415,2551,36,35,25,0
416,2553,23,34,0,0
416,2560,47,33,13,0
416,2565,33,26,24,0
417,2568,27,31,16,0
417,2570,36,34,32,0
417,2576,12,38,15,0
417,2578,51,49,6,0
417,2580,44,37,12,0
417,2589,32,54,8,0
417,2590,39,41,6,0
418,2592,47,26,16,0
418,2595,22,62,12,0
419,2600,27,49,25,0
419,2601,37,36,14,0
419,2602,20,30,35,0
420,2612,33,30,34,0
421,2616,33,42,1,0
421,2621,51,43,32,0
422,2624,21,33,18,0
422,2626,49,36,13,0
422,2628,37,29,27,0
423,2633,38,41,0,0
423,2639,47,21,14,0
423,2640,19,23,12,0
423,2646,29,55,20,0
424,2650,33,39,13,0
424,2651,38,31,19,0
424,2654,23,43,14,0
424,2656,39,14,9,0
424,2660,24,51,13,0
425,2661,22,50,24,0
425,2664,30,51,32,0
425,2666,55,36,1,0
425,2666,38,39,21,0
425,2669,28,28,6,0
426,2670,25,48,15,0
427,2671,34,26,19,0
427,2673,48,13,15,0
427,2677,35,37,8,0
428,2681,19,36,5,0
428,2681,48,25,13,0
428,2681,28,39,0,0
428,2681,30,31,13,0
429,2683,21,27,3,0
429,2691,32,31,16,0
429,2694,37,50,5,0
429,2698,37,32,8,0
429,2700,45,24,0,0
430,2700,25,42,7,0
430,2703,43,22,0,0
430,2707,25,33,9,0
430,2708,16,40,14,0
430,2710,30,22,5,0
431,2711,25,52,11,0
431,2713,40,26,21,0
431,2723,17,19,4,0
431,2724,39,18,6,0
432,2724,48,46,34,0
432,2726,37,25,6,0
432,2728,20,34,20,0
432,2732,22,35,21,0
432,2733,24,35,11,0
432,2735,39,37,29,0
433,2739,10,34,17,0
433,2745,36,26,21,0
433,2746,38,35,0,0
433,2747,47,31,22,0
434,2748,35,39,19,0
434,2749,31,47,3,0
434,2750,40,38,16,0
434,2753,30,10,14,0
434,2755,37,51,19,0
435,2758,39,28,23,0
435,2759,48,37,25,0
435,2762,36,39,10,0
435,2763,17,37,2,0
435,2765,50,42,3,0
435,2767,33,34,36,0
435,2769,28,46,2,0
435,2771,23,20,13,0
435,2784,37,14,21,0
436,2784,35,26,10,0
436,2785,43,45,14,0
437,2787,46,28,28,0
437,2788,37,41,11,0
437,2797,41,50,2,0
437,2798,29,42,0,0
437,2798,44,33,10,0
438,2800,19,20,21,0
438,2802,17,38,22,0
438,2802,27,37,26,0
438,2803,32,45,15,0
438,2804,28,39,0,0
439,2805,47,42,0,0
439,2808,34,31,18,0
439,2809,42,23,3,0
439,2811,47,66,0,0
439,2811,47,38,6,0
440,2815,41,43,2,0
440,2816,36,25,25,0
440,2819,26,42,31,0
440,2821,19,39,21,0
441,2827,34,18,10,0
441,2829,27,39,29,0
441,2830,35,19,21,0
441,2831,5,30,29,0
441,2831,45,30,7,0
441,2835,32,26,13,0
441,2837,49,43,6,0
441,2840,39,43,29,0
441,2841,37,42,23,0
441,2842,42,39,13,0
442,2843,41,26,26,0
442,2846,41,33,0,0
442,2846,23,22,1,0
442,2848,36,39,14,0
442,2849,33,26,22,0
442,2857,38,45,3,0
442,2857,24,26,5,0
442,2861,39,33,16,0
442,2861,42,30,0,0
443,2862,26,48,14,0
443,2864,43,39,5,0
443,2867,36,26,4,0
443,2869,39,27,18,0
443,2869,34,27,12,0
443,2873,40,29,19,0
443,2875,24,36,10,0
443,2875,46,38,15,0
443,2878,36,21,15,0
443,2879,54,38,0,0
443,2884,44,34,31,0
444,2884,49,28,0,0
444,2887,46,32,5,0
444,2889,41,27,3,0
444,2893,40,29,0,0
444,2897,50,31,2,0
444,2900,31,31,10,0
445,2902,26,42,11,0
445,2903,46,27,0,0
445,2907,32,47,20,0
445,2909,41,35,3,0
445,2912,33,40,0,0
445,2915,37,41,19,0
445,2919,21,49,20,0
445,2919,32,34,16,0
445,2920,30,23,0,0
445,2924,44,35,5,0
445,2925,37,34,20,0
446,2926,30,32,16,0
446,2929,37,35,20,0
446,2930,49,24,25,0
446,2937,48,43,21,0
446,2938,35,31,23,0
446,2938,52,27,12,0
446,2938,34,33,28,0
447,2939,38,25,6,0
447,2942,36,22,0,0
447,2943,16,25,16,0
447,2944,35,33,30,0
448,2945,44,37,2,0
448,2946,33,28,21,0
448,2947,2,32,20,0
448,2948,35,52,1,0
448,2952,39,35,13,0
448,2953,38,50,5,0
448,2955,39,29,16,0
448,2956,54,30,10,0
449,2960,43,36,14,0
449,2960,36,40,6,0
449,2960,14,20,23,0
449,2961,32,30,0,0
449,2962,42,37,0,0
449,2965,51,26,24,0
449,2970,44,46,28,0
450,2971,55,20,2,0
450,2972,35,21,13,0
450,2975,35,29,14,0
450,2976,28,30,18,0
451,2976,34,32,8,0
451,2981,38,40,0,0
451,2982,21,41,8,0
451,2985,30,25,4,0
451,2997,32,34,13,0
451,2998,57,45,18,0
451,2999,23,27,22,0
451,3003,37,38,0,0
451,3006,28,34,10,0
451,3006,46,57,16,0
451,3008,42,38,7,0
452,3009,42,14,18,0
452,3012,4,33,4,0
452,3013,32,43,12,0
452,3016,21,32,11,0
452,3017,17,59,27,0
453,3019,40,41,20,0
453,3019,52,39,24,0
453,3022,22,35,17,0
453,3023,51,37,23,0
454,3024,27,43,9,0
454,3024,17,45,16,0
454,3024,42,42,2,0
455,3025,27,38,13,0
455,3027,12,34,20,0
455,3027,19,27,14,0
456,3031,20,46,7,0
456,3039,26,40,5,0
456,3042,38,41,8,0
456,3044,48,15,9,0
456,3047,33,40,20,0
456,3050,14,28,17,0
457,3054,36,42,10,0
457,3057,31,13,0,0
457,3057,49,19,32,0
457,3058,20,50,2,0
458,3065,43,39,17,0
458,3068,42,18,14,0
458,3070,43,45,0,0
459,3071,29,37,19,0
459,3074,45,32,11,0
459,3074,28,20,10,0
459,3078,53,22,6,0
459,3079,41,38,14,0
459,3080,33,33,18,0
459,3081,33,34,5,0
459,3083,45,34,22,0
460,3085,26,18,0,0
460,3085,33,30,9,0
460,3086,30,54,12,0
460,3086,35,8,5,0
460,3088,53,28,0,0
461,3089,38,42,19,0
461,3091,44,60,11,0
461,3091,30,38,16,0
461,3092,37,34,0,0
461,3093,25,40,10,0
461,3095,39,21,15,0
461,3096,30,25,5,0
461,3097,33,30,20,0
461,3099,48,43,8,0
461,3099,33,28,5,0
461,3101,25,48,15,0
462,3101,42,37,0,0
462,3102,41,50,16,0
462,3103,36,41,1,0
462,3109,37,41,17,0
462,3111,38,32,11,0
462,3114,47,44,9,0
462,3115,49,28,12,0
462,3115,25,29,25,0
462,3117,36,41,0,0
463,3118,40,43,11,0
463,3119,42,37,0,0
463,3120,34,42,4,0
463,3120,22,32,12,0
463,3122,35,27,9,0
463,3124,53,39,17,0
464,3126,52,42,10,0
464,3127,25,35,6,0
464,3127,24,29,0,0
464,3129,55,38,4,0
464,3130,28,35,24,0
464,3131,49,35,32,0
464,3132,29,38,9,0
464,3133,19,38,18,0
464,3133,23,40,28,0
464,3134,40,26,8,0
465,3136,42,44,0,0
465,3137,23,26,0,0
465,3138,38,45,9,0
465,3139,40,51,29,0
465,3143,36,43,15,0
465,3144,22,52,18,0
465,3145,32,25,0,0
466,3147,42,34,10,0
466,3147,50,38,10,0
466,3149,37,53,24,0
466,3151,45,29,4,0
466,3152,41,12,26,0
466,3153,48,41,23,0
466,3156,39,30,22,0
466,3156,42,45,20,0
467,3156,35,34,23,0
467,3159,38,36,9,0
467,3159,36,34,13,0
467,3160,47,36,2,0
467,3161,31,39,6,0
467,3163,36,37,21,0
467,3164,21,30,12,0
467,3165,18,24,14,0
468,3166,35,20,8,0
468,3169,29,42,3,0
468,3170,52,48,18,0
468,3171,42,40,5,0
468,3173,34,30,19,0
469,3174,17,29,16,0
469,3177,29,30,10,0
469,3178,33,54,0,0
469,3179,45,35,15,0
469,3182,34,38,18,0
470,3184,34,27,24,0
470,3186,22,39,22,0
471,3186,33,34,5,0
471,3187,34,36,4,0
471,3189,33,37,14,0
471,3190,30,54,3,0
471,3191,59,46,6,0
471,3193,41,42,10,0
471,3195,49,34,16,0
471,3197,36,33,10,0
472,3198,30,28,6,0
472,3201,35,51,11,0
472,3202,24,16,17,0
472,3205,27,32,18,0
472,3208,31,25,20,0
472,3213,39,51,14,0
472,3215,34,29,2,0
472,3216,40,34,13,0
472,3217,42,22,18,0
473,3219,43,45,30,0
473,3219,17,41,19,0
473,3220,32,21,0,0
473,3221,25,37,10,0
473,3224,18,34,15,0
473,3227,22,44,18,0
473,3228,44,29,19,0
473,3229,45,29,0,0
473,3229,53,32,34,0
473,3229,13,28,12,0
474,3231,33,34,0,0
474,3234,26,35,13,0
474,3234,25,38,12,0
474,3238,44,31,18,0
474,3240,61,19,32,0
474,3244,30,42,14,0
474,3244,28,30,0,0
474,3245,37,23,11,0
474,3247,33,34,24,0
475,3249,46,36,12,0
475,3250,24,36,11,0
475,3251,57,23,15,0
475,3253,27,48,18,0
475,3255,33,37,12,0
475,3255,32,28,5,0
475,3256,43,26,22,0
475,3257,27,36,5,0
475,3257,39,19,10,0
475,3257,35,37,0,0
476,3257,27,33,14,0
476,3257,39,38,23,0
476,3259,35,19,5,0
476,3261,28,21,3,0
476,3262,40,38,25,0
476,3262,27,19,17,0
476,3262,17,59,2,0
476,3265,24,20,26,0
476,3265,40,52,13,0
476,3265,48,52,11,0
477,3266,44,45,33,0
477,3266,35,40,14,0
477,3268,35,39,13,0
477,3269,38,30,0,0
477,3269,58,20,7,0
477,3270,37,23,19,0
477,3272,16,35,5,0
477,3273,30,34,13,0
477,3276,66,27,27,0
478,3276,48,28,0,0
478,3282,49,29,20,0
478,3283,50,25,21,0
478,3283,34,40,2,0
478,3284,36,53,23,0
478,3287,30,40,23,0
478,3288,26,35,10,0
478,3288,6,44,6,0
479,3289,33,31,19,0
479,3291,11,40,15,0
479,3292,31,43,0,0
479,3293,29,46,17,0
479,3293,50,21,29,0
479,3294,42,29,11,0
479,3296,27,58,9,0
480,3296,33,26,29,0
480,3297,44,40,4,0
480,3298,44,42,5,0
480,3298,51,55,26,0
480,3299,38,29,12,0
481,3299,12,44,9,0
481,3299,34,29,11,0
481,3300,50,36,13,0
481,3301,30,34,12,0
481,3303,26,44,0,0
481,3303,40,49,15,0
481,3304,46,28,37,0
481,3304,57,44,20,0
481,3305,53,40,20,0
481,3306,26,33,10,0
482,3307,54,37,5,0
482,3308,43,9,11,0
482,3312,35,11,6,0
482,3313,42,26,16,0
482,3314,14,34,13,0
482,3315,36,24,0,0
482,3316,30,27,15,0
483,3316,31,26,14,0
483,3316,61,39,31,0
483,3317,42,49,9,0
483,3318,41,29,4,0
483,3319,34,25,4,0
483,3320,49,33,16,0
483,3322,20,34,17,0
483,3325,32,32,25,0
483,3328,29,35,31,0
483,3329,22,28,0,0
483,3330,53,41,16,0
483,3331,34,46,17,0
484,3332,34,41,24,0
484,3332,34,24,21,0
484,3332,40,30,15,0
484,3333,32,36,20,0
484,3333,44,15,22,0
484,3333,25,36,19,0
484,3333,48,22,15,0
484,3334,42,22,10,0
484,3335,48,44,8,0
484,3338,50,41,6,0
485,3340,34,38,6,0
485,3340,28,51,8,0
485,3341,42,29,18,0
485,3343,39,41,20,0
485,3344,33,23,12,0
486,3345,53,40,0,0
486,3346,29,51,2,0
486,3347,43,38,8,0
486,3347,50,31,0,0
486,3348,39,37,9,0
486,3349,31,33,16,0
486,3351,27,32,21,0
486,3355,18,18,21,0
486,3356,40,36,23,0
486,3357,44,21,13,0
486,3358,36,42,10,0
487,3359,49,52,21,0
487,3361,49,50,12,0
487,3362,30,40,15,0
487,3362,29,45,16,0
487,3363,29,47,19,0
488,3364,41,15,0,0
488,3366,27,26,20,0
488,3367,26,30,21,0
488,3369,22,32,24,0
488,3370,41,43,10,0
488,3370,34,37,6,0
488,3371,33,26,14,0
488,3372,24,32,1,0
489,3373,18,30,12,0
489,3374,45,18,8,0
489,3374,34,41,13,0
489,3375,27,34,10,0
489,3378,33,26,6,0
489,3378,33,25,13,0
490,3381,49,40,14,0
490,3381,39,27,30,0
490,3383,31,36,28,0
490,3383,45,55,11,0
490,3384,32,40,19,0
490,3385,19,34,21,0
490,3385,48,40,18,0
490,3385,35,34,20,0
490,3386,46,38,4,0
490,3386,24,39,0,0
490,3387,21,33,26,0
490,3390,19,27,21,0
490,3391,11,47,12,0
490,3392,30,51,5,0
491,3394,36,53,6,0
491,3396,45,37,24,0
491,3398,33,13,18,0
491,3398,35,26,5,0
491,3400,21,37,22,0
491,3401,32,28,8,0
491,3408,39,24,9,0
491,3409,32,28,3,0
492,3410,33,15,5,0
492,3412,33,44,0,0
492,3412,44,44,6,0
492,3413,36,37,28,0
492,3413,34,29,8,0
493,3414,13,26,14,0
493,3415,20,44,13,0
493,3416,29,36,18,0
493,3417,33,41,4,0
493,3419,25,44,26,0
493,3419,19,25,10,0
493,3420,40,47,8,0
493,3420,23,56,16,0
493,3422,48,27,16,0
493,3422,36,28,21,0
494,3423,38,38,5,0
494,3424,16,26,18,0
494,3425,35,31,31,0
494,3425,50,47,27,0
494,3425,32,45,7,0
494,3428,23,23,16,0
494,3431,25,29,15,0
494,3432,20,39,3,0
495,3434,52,35,12,0
495,3437,38,29,11,0
495,3438,39,29,9,0
495,3439,44,37,28,0
495,3445,14,38,3,0
495,3446,39,25,9,0
495,3447,41,37,0,0
496,3449,22,34,23,0
496,3449,41,47,0,0
496,3450,39,29,9,0
496,3450,39,46,0,0
496,3452,35,50,30,0
496,3453,20,49,4,0
496,3455,39,39,13,0
496,3455,13,26,0,0
496,3456,53,30,7,0
497,3457,37,41,24,0
497,3457,29,42,13,0
497,3459,42,44,7,0
497,3460,49,48,16,0
497,3460,43,39,29,0
497,3461,41,38,29,0
497,3462,45,36,3,0
497,3463,61,25,16,0
497,3464,40,35,35,0
497,3465,38,36,13,0
497,3467,32,25,13,0
497,3468,35,42,0,0
497,3471,43,27,0,0
497,3474,25,41,17,0
498,3476,39,35,0,0
498,3478,39,24,0,0
498,3478,33,43,5,0
498,3480,16,28,27,0
498,3480,31,29,26,0
498,3481,19,27,4,0
498,3482,39,36,0,0
498,3482,31,32,8,0
498,3483,40,24,29,0
498,3485,37,30,4,0
498,3486,33,20,22,0
498,3486,40,31,0,0
498,3487,42,47,20,0
498,3490,17,34,21,0
498,3491,38,37,9,0
499,3492,38,44,4,0
499,3493,32,39,25,0
499,3496,47,11,9,0
499,3498,27,38,6,0
499,3501,28,41,14,0
499,3502,19,26,19,0
499,3502,34,36,16,0
499,3503,26,35,0,0
499,3504,33,41,0,0
499,3505,48,43,9,0
499,3508,33,29,3,0
500,3508,25,41,26,0
500,3509,42,29,2,0
500,3509,32,34,18,0
500,3509,40,34,16,0
500,3510,22,37,28,0
500,3512,24,20,12,0
500,3513,42,28,3,0
500,3513,29,22,21,0
500,3514,25,46,18,0
501,3515,37,46,8,0
501,3517,48,33,0,0
501,3517,37,29,4,0
501,3519,38,33,25,0
502,3522,52,25,31,0
502,3523,27,45,3,0
502,3524,37,33,13,0
502,3525,19,26,19,0
502,3526,50,31,16,0
502,3529,38,24,26,0
502,3530,34,31,9,0
502,3531,39,14,20,0
503,3532,40,24,11,0
503,3533,34,26,23,0
503,3533,27,43,0,0
503,3534,54,39,6,0
503,3534,37,33,2,0
504,3536,27,37,32,0
504,3537,32,19,12,0
504,3539,41,30,7,0
504,3539,33,34,12,0
504,3539,40,33,23,0
505,3540,23,50,25,0
505,3540,44,41,10,0
505,3541,31,32,12,0
505,3541,39,47,4,0
505,3542,39,36,7,0
505,3543,27,38,17,0
505,3544,40,32,0,0
505,3544,32,26,17,0
505,3546,40,22,25,0
505,3547,26,19,32,0
505,3548,28,23,11,0
505,3548,26,38,3,0
506,3549,43,44,13,0
506,3551,37,28,8,0
506,3553,44,23,0,0
506,3555,60,34,10,0
506,3556,33,33,12,0
506,3557,14,20,6,0
507,3557,45,24,11,0
507,3557,46,31,22,0
507,3558,17,35,37,0
507,3559,31,24,21,0
507,3561,34,30,4,0
507,3562,33,45,20,0
507,3563,36,37,5,0
508,3564,28,14,3,0
508,3564,34,26,15,0
508,3566,35,42,10,0
508,3567,54,28,7,0
508,3568,21,26,14,0
508,3571,61,49,10,0
508,3575,40,41,12,0
508,3580,23,49,3,0
508,3581,24,32,0,0
508,3582,30,47,15,0
508,3583,40,25,23,0
509,3584,56,25,0,0
509,3584,41,46,13,0
509,3585,35,32,15,0
509,3585,45,29,19,0
509,3586,24,33,9,0
509,3587,52,35,13,0
510,3589,48,41,19,0
510,3591,32,35,16,0
510,3593,24,28,21,0
511,3595,26,37,27,0
511,3595,31,24,2,0
511,3596,42,31,8,0
511,3597,19,40,14,0
511,3597,43,30,15,0
511,3598,29,40,8,0
511,3598,22,45,30,0
511,3599,35,36,1,0
512,3599,27,22,0,0
512,3599,19,25,13,0
512,3599,5,35,22,0
512,3601,22,29,22,0
512,3602,41,46,7,0
512,3604,27,25,4,0
512,3604,27,44,4,0
512,3605,28,30,0,0
512,3605,53,22,17,0
512,3607,30,49,24,0
512,3608,43,54,14,0
512,3610,49,26,21,0
513,3612,53,35,7,0
513,3612,31,39,5,0
513,3614,43,40,19,0
513,3614,24,33,2,0
513,3614,49,37,4,0
513,3615,24,27,0,0
513,3616,10,21,15,0
513,3617,43,35,0,0
513,3618,28,54,8,0
513,3619,31,50,15,0
514,3620,39,32,10,0
514,3622,27,34,21,0
514,3623,31,34,4,0
514,3623,37,38,8,0
514,3624,30,37,10,0
514,3625,20,29,11,0
514,3626,23,48,1,0
514,3627,29,38,17,0
514,3628,32,33,16,0
514,3629,57,25,4,0
514,3629,47,50,26,0
514,3630,20,43,24,0
514,3632,50,59,16,0
514,3633,34,33,0,0
514,3634,26,42,3,0
514,3634,32,35,12,0
514,3635,40,28,19,0
515,3636,23,21,15,0
515,3639,50,41,7,0
515,3639,45,40,8,0
515,3640,42,33,12,0
515,3640,34,33,18,0
515,3641,27,36,1,0
515,3641,28,30,16,0
515,3642,31,37,9,0
515,3643,23,33,8,0
515,3644,62,27,6,0
516,3646,36,46,36,0
516,3646,45,38,23,0
516,3647,44,33,0,0
516,3647,27,40,5,0
516,3648,38,33,9,0
516,3649,37,39,23,0
516,3650,39,43,0,0
516,3651,30,47,0,0
516,3651,32,35,28,0
516,3652,22,48,13,0
516,3652,8,35,20,0
517,3653,27,40,7,0
517,3653,45,31,4,0
517,3655,30,39,8,0
517,3656,37,22,10,0
517,3656,44,36,2,0
517,3657,34,32,21,0
517,3657,33,37,0,0
517,3658,50,40,17,0
517,3659,52,25,8,0
517,3660,29,35,15,0
517,3660,21,31,11,0
517,3662,30,42,0,0
518,3663,30,16,10,0
518,3663,45,19,12,0
518,3664,35,25,11,0
518,3666,34,28,5,0
518,3667,33,29,16,0
518,3668,45,30,11,0
518,3668,45,40,27,0
518,3668,51,11,15,0
518,3669,29,37,9,0
519,3670,40,51,25,0
519,3671,14,34,25,0
519,3673,36,29,8,0
519,3673,40,40,19,0
519,3674,35,27,12,0
519,3674,34,43,0,0
519,3674,27,29,27,0
519,3674,41,41,10,0
519,3675,51,19,22,0
520,3677,31,46,19,0
520,3678,23,29,9,0
520,3678,22,17,11,0
520,3679,35,50,0,0
520,3680,41,30,17,0
520,3681,49,36,24,0
520,3683,53,26,17,0
520,3684,42,33,20,0
520,3685,46,45,11,0
520,3686,33,31,34,0
520,3686,42,39,5,0
521,3686,31,38,0,0
521,3688,39,35,24,0
521,3689,36,51,13,0
521,3690,33,35,11,0
521,3692,40,49,19,0
521,3692,45,37,10,0
521,3692,42,37,14,0
521,3693,32,39,31,0
521,3695,46,22,27,0
521,3696,19,49,19,0
521,3697,35,44,13,0
521,3697,54,22,10,0
521,3699,34,40,16,0
521,3700,34,27,15,0
521,3701,30,40,38,0
521,3702,29,33,28,0
521,3702,42,27,7,0
522,3704,23,42,8,0
522,3705,35,37,15,0
522,3706,32,36,17,0
522,3707,44,43,16,0
522,3708,35,27,0,0
522,3712,35,42,26,0
522,3712,17,29,19,0
522,3712,47,32,2,0
522,3713,14,33,24,0
522,3714,46,25,24,0
522,3715,26,44,14,0
522,3716,11,44,9,0
522,3717,33,36,21,0
522,3717,24,29,5,0
523,3718,35,35,13,0
523,3718,33,38,12,0
523,3719,32,21,13,0
523,3721,23,34,17,0
523,3722,28,46,33,0
523,3722,44,41,22,0
523,3723,42,34,32,0
523,3724,40,37,22,0
